11.349711, 4.789952, 0.571925, 0.920634, 0.531731, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.461194, 4.789952, 0.571925, 0.926967, 0.531731, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.461194, 4.789952, 0.513893, 0.926967, 0.535028, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.349711, 4.789952, 0.571925, 0.920634, 0.531731, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.461194, 4.789952, 0.513893, 0.926967, 0.535028, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.349711, 4.789952, 0.513893, 0.920634, 0.535028, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.461194, 4.789952, 0.571925, 0.926967, 0.531731, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.519226, 4.789952, 0.571925, 0.930263, 0.531731, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.519226, 4.789952, 0.513893, 0.930263, 0.535028, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.461194, 4.789952, 0.571925, 0.926967, 0.531731, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.519226, 4.789952, 0.513893, 0.930263, 0.535028, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.461194, 4.789952, 0.513893, 0.926967, 0.535028, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.519226, 4.789952, 0.571925, 0.930263, 0.531731, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.630709, 4.789952, 0.571925, 0.936596, 0.531731, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.630709, 4.789952, 0.513893, 0.936596, 0.535028, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.519226, 4.789952, 0.571925, 0.930263, 0.531731, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.630709, 4.789952, 0.513893, 0.936596, 0.535028, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.519226, 4.789952, 0.513893, 0.930263, 0.535028, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.519226, 4.789952, 0.324525, 0.930263, 0.545785, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.630709, 4.789952, 0.324525, 0.936596, 0.545785, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.630709, 4.789952, 0.266492, 0.936596, 0.549082, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.519226, 4.789952, 0.324525, 0.930263, 0.545785, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.630709, 4.789952, 0.266492, 0.936596, 0.549082, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.519226, 4.789952, 0.266492, 0.930263, 0.549082, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
11.519226, 4.789952, 0.324525, 0.930263, 0.545785, -0.0, 1.0, -0.0, 1.0, 0.0, 0.0, 
